iter	MultiClass
244	0.5806830011
245	0.5798115043
246	0.579557751
247	0.5793989406
248	0.5791189255
249	0.5787578921
250	0.5785760302
251	0.5784189785
252	0.5782097352
253	0.5780243572
254	0.5777846183
255	0.5771932481
256	0.5770656811
257	0.5752909219
258	0.5740128596
259	0.5738874052
260	0.5736773421
261	0.5735302219
262	0.573349593
263	0.5732169993
264	0.5730749197
265	0.5727762837
266	0.572603302
267	0.5724505718
268	0.5723524712
269	0.5717388322
270	0.5716039116
271	0.5713504381
272	0.5711263161
273	0.570997438
274	0.5708177621
275	0.5707160774
276	0.5706168657
277	0.5704112277
278	0.5702779818
279	0.5700920545
280	0.5698733356
281	0.5697536907
282	0.5696733118
283	0.5695308708
284	0.569194256
285	0.568926852
286	0.568691949
287	0.568543351
288	0.5678780833
289	0.5677380595
290	0.567626122
291	0.5673115753
292	0.5662513864
293	0.5656101002
294	0.5653603015
295	0.5650678744
296	0.5649222038
297	0.5646054114
298	0.5644579109
299	0.5642804083
300	0.5641378652
301	0.5639724361
302	0.5637488417
303	0.5628300934
304	0.5624444882
305	0.5623522819
306	0.5622687264
307	0.56216368
308	0.5616026511
309	0.5614411949
310	0.5611610748
311	0.5610847095
312	0.5599074792
313	0.5597084666
314	0.559519538
315	0.5593792117
316	0.5591863744
317	0.5590987104
318	0.5587945591
319	0.5587239512
320	0.5585912178
321	0.5584428157
322	0.5583588762
323	0.5582826032
324	0.5581855304
325	0.5579331322
326	0.5576764413
327	0.5575390123
328	0.5574664659
329	0.5573072048
330	0.5572100692
331	0.5570991378
332	0.556976462
333	0.5567679085
334	0.5566392776
335	0.5565173315
336	0.5564029237
337	0.5562192726
338	0.5547950196
339	0.5547133734
340	0.5546010781
341	0.5545499974
342	0.5544489689
343	0.5543345064
344	0.5541768204
345	0.5540706685
346	0.5531090284
347	0.5530304016
348	0.5522599021
349	0.5521141705
350	0.5520087006
351	0.5513444129
352	0.5511561581
353	0.5510447496
354	0.5509971706
355	0.5509060522
356	0.5496155169
357	0.5494294046
358	0.5493102815
359	0.5491473692
360	0.5489063175
361	0.5488274789
362	0.5487185271
363	0.5485274101
364	0.5483397262
365	0.5480324855
366	0.5478572067
367	0.5471768205
368	0.5471056541
369	0.5468877541
370	0.5456676277
371	0.5451180752
372	0.5449373444
373	0.5447866288
374	0.5447008234
375	0.5443025555
376	0.5442110753
377	0.5440503069
378	0.5439721706
379	0.5438176775
380	0.5437721223
381	0.5431346901
382	0.5430496813
383	0.5429870303
384	0.5428650718
385	0.5416027869
386	0.5415525199
387	0.5405816089
388	0.5404948773
389	0.5404314086
390	0.5402766574
391	0.5401109234
392	0.540000408
393	0.5398279113
394	0.539716911
395	0.5395792888
396	0.5394603819
397	0.5384575038
398	0.5382998427
399	0.5381850112
400	0.5379916665
401	0.5378212192
402	0.5373696446
403	0.5372872261
404	0.5370674561
405	0.5369121756
406	0.5367472726
407	0.536586072
408	0.5364147461
409	0.5362143485
410	0.5361172118
411	0.5360576215
412	0.5359230635
413	0.5357380447
414	0.5355657601
415	0.5354291982
416	0.5344389377
417	0.534301619
418	0.5332985192
419	0.5331853047
420	0.5330671444
421	0.5330120132
422	0.5328866538
423	0.5327644674
424	0.5326943695
425	0.5317341063
426	0.5316301165
427	0.5314982903
428	0.5314039936
429	0.5313020589
430	0.5312419792
431	0.5307850238
432	0.5306583013
433	0.5305239247
434	0.5304254347
435	0.5296115747
436	0.5287945343
437	0.52868179
438	0.5286310504
439	0.5285626885
440	0.528503494
441	0.5283130127
442	0.5282526463
443	0.528127337
444	0.5280588286
445	0.5278627539
446	0.5277912726
447	0.5276161165
448	0.5274984748
449	0.5274395557
450	0.527377948
451	0.5267369008
452	0.5266767061
453	0.5258419463
454	0.5256688704
455	0.5251608269
456	0.5249995327
457	0.5248864886
458	0.5247623749
459	0.5246436361
460	0.5240013702
461	0.5239410067
462	0.5238193379
463	0.5237643429
464	0.5236378473
465	0.5234964269
466	0.5234138452
467	0.5233546503
468	0.5232958675
469	0.5232464609
470	0.5224853994
471	0.5224335462
472	0.5222961714
473	0.5221723368
474	0.5221185154
475	0.5211160454
476	0.5209983499
477	0.5209216802
478	0.520856418
479	0.520723252
480	0.520661176
481	0.5206083413
482	0.5205141583
483	0.519740256
484	0.5196022719
485	0.5194984079
486	0.5193090836
487	0.5192156092
488	0.519112882
489	0.5186446813
490	0.5185454218
491	0.5184911491
492	0.5181342649
493	0.5180400487
494	0.5179932822
495	0.5178754337
496	0.5177054991
497	0.5175790566
498	0.5175021489
499	0.5173855526
500	0.5173201011
501	0.5171987727
502	0.5171241331
503	0.5169825886
504	0.5167511286
505	0.5161249852
506	0.5160614584
507	0.5151688294
508	0.5150490513
509	0.5149895455
510	0.5149098326
511	0.5146970912
512	0.5145919745
513	0.5145344377
514	0.5141009808
515	0.5140382815
516	0.5139616065
517	0.5138351187
518	0.5138023017
519	0.5136858973
520	0.51306801
521	0.5130103683
522	0.5122781724
523	0.5121838585
524	0.5115841802
525	0.5114647484
526	0.5113431297
527	0.510543937
528	0.5104968309
529	0.5103782294
530	0.5103009349
531	0.5102121436
532	0.5101542829
533	0.5097279895
534	0.509652795
535	0.5096005413
536	0.5095603077
537	0.5094709183
538	0.5093504588
539	0.5092300829
540	0.5091771939
541	0.5090403007
542	0.5088555622
543	0.5087403888
544	0.5084739522
545	0.5084366131
546	0.5083550674
547	0.5082845077
548	0.5081365262
549	0.508088957
550	0.5079610049
551	0.5078874632
552	0.5077940399
553	0.507007896
554	0.5069616483
555	0.5067496625
556	0.5066519715
557	0.5065674712
558	0.5059787953
559	0.5059245797
560	0.50560579
561	0.505550786
562	0.5054680332
563	0.5054171367
564	0.5053723745
565	0.5052852173
566	0.5052030917
567	0.505072731
568	0.5049427269
569	0.5048815178
570	0.5048240122
571	0.5047877759
572	0.5046823929
573	0.504589112
574	0.5042047295
575	0.5038841604
576	0.503766347
577	0.5036730772
578	0.5035852463
579	0.5035199887
580	0.5034484441
581	0.5033799464
582	0.503304267
583	0.5032414056
584	0.5031075652
585	0.5027109009
586	0.5026231932
587	0.5025893697
588	0.5024360632
589	0.5023494453
590	0.5022196308
591	0.5021717891
592	0.5021264025
593	0.5020363587
594	0.5017629848
595	0.5012795881
596	0.501084174
597	0.5010401462
598	0.5003272807
599	0.5001155435
600	0.5000423582
601	0.4999214918
602	0.499876147
603	0.4995618847
604	0.4994955262
605	0.4994059023
606	0.4993074822
607	0.4992330846
608	0.4985239794
609	0.4984745662
610	0.4981100957
611	0.4980510236
612	0.4980083385
613	0.4972598641
614	0.4971386078
615	0.4969534708
616	0.4963931317
617	0.4962852469
618	0.4961881312
619	0.4960756363
620	0.4959400746
621	0.4958439896
622	0.4957778477
623	0.4957307335
624	0.4953558906
625	0.4953157106
626	0.4951459396
627	0.4950935767
628	0.4950136314
629	0.4949650558
630	0.4941990033
631	0.494134185
632	0.4940845009
633	0.494019415
634	0.4939814632
635	0.4939213797
636	0.4938038411
637	0.4937349507
638	0.4929749274
639	0.492872715
640	0.4928080289
641	0.4927529681
642	0.4926552913
643	0.4926147304
644	0.4924927285
645	0.4923505558
646	0.4923149023
647	0.4915447298
648	0.4914228638
649	0.4913376091
650	0.4912423947
651	0.4907418419
652	0.4906970795
653	0.4906368183
654	0.4905962018
655	0.4905538691
656	0.4904520329
657	0.4902000884
658	0.49002869
659	0.4899413513
660	0.4898953911
661	0.4898354479
662	0.4897325121
663	0.4896789865
664	0.489562255
665	0.4894669257
666	0.4893637528
667	0.4892441107
668	0.4891292308
669	0.4890738954
670	0.4888274252
671	0.488748292
672	0.4886759544
673	0.4886272742
674	0.4885306492
675	0.4882575901
676	0.4882171493
677	0.4877790886
678	0.4877380139
679	0.4876671345
680	0.4876252475
681	0.4875453953
682	0.487449554
683	0.4870909754
684	0.4870190313
685	0.4869619912
686	0.4868589609
687	0.4862220565
688	0.4861216276
689	0.4860063726
690	0.4859186646
691	0.4858304588
692	0.485407918
693	0.4853662715
694	0.485284864
695	0.4849152638
696	0.484822569
697	0.4847556831
698	0.484549853
699	0.4844606173
700	0.48436872
701	0.4843053307
702	0.4842125597
703	0.4841378878
704	0.4840767626
705	0.4839955724
706	0.4839220851
707	0.4838559992
708	0.483682832
709	0.4836240272
710	0.4835514987
711	0.4834647023
712	0.4834226099
713	0.4833272073
714	0.4832586698
715	0.4832226872
716	0.4829019669
717	0.4827012798
718	0.482638367
719	0.4826010763
720	0.4825314574
721	0.4824859587
722	0.4823841333
723	0.4823007854
724	0.4822694185
725	0.4822239822
726	0.4821599922
727	0.4820845431
728	0.4820499366
729	0.4819259235
730	0.4818722654
731	0.4818121197
732	0.4817615482
733	0.4816804855
734	0.481628723
735	0.4815479811
736	0.4810225917
737	0.4809329116
738	0.4808488179
739	0.4807868582
740	0.4806951192
741	0.4805910316
742	0.4801408626
743	0.4800509841
744	0.4800257282
745	0.4799754421
746	0.4799258776
747	0.4795721479
748	0.4795303375
749	0.4794688353
750	0.4793602892
751	0.479265437
752	0.4786157715
753	0.4780490101
754	0.4775163336
755	0.4774217767
756	0.4773678304
757	0.4773469942
758	0.4772991617
759	0.4772636417
760	0.4767236467
761	0.4766599923
762	0.4765768625
763	0.4764652543
764	0.4764395435
765	0.4763805187
766	0.4763535316
767	0.4762874989
768	0.4761295453
769	0.4760958659
770	0.4760213067
771	0.4759599312
772	0.4752482153
773	0.4751789402
774	0.4751280592
775	0.4750523633
776	0.474989154
777	0.4748753024
778	0.4748344538
779	0.4748020241
780	0.4747733441
781	0.4746802116
782	0.4746255918
783	0.4745454419
784	0.4744920459
785	0.4744320932
786	0.4738503827
787	0.4737354243
788	0.4736995065
789	0.4736432428
790	0.4736045508
791	0.4735089907
792	0.4734430884
793	0.4733922261
794	0.4732857097
795	0.473234838
796	0.4729318913
797	0.4728742675
798	0.472799237
799	0.4727375082
800	0.4726582161
801	0.4725787509
802	0.4722398031
803	0.4715262024
804	0.4714673067
805	0.4714400773
806	0.4713766962
807	0.4713212623
808	0.4712615178
809	0.4712181358
810	0.4708385431
811	0.4706905141
812	0.4706183242
813	0.4705375557
814	0.4704798811
815	0.4704592587
816	0.4703837018
817	0.4702756516
818	0.4702155928
819	0.4698276269
820	0.4697868384
821	0.4697463907
822	0.469680097
823	0.4696410829
824	0.4695641673
825	0.4695340322
826	0.4690647201
827	0.4689851986
828	0.4689577556
829	0.4686202189
830	0.4685692318
831	0.4676998295
832	0.4676237281
833	0.4675380302
834	0.4674720208
835	0.46742235
836	0.4673434628
837	0.4672429977
838	0.4671684742
839	0.4666388507
840	0.4666021016
841	0.4665613417
842	0.4664782031
843	0.4664324796
844	0.4663174485
845	0.4659229451
846	0.4658671658
847	0.4657892327
848	0.4657569536
849	0.4656995298
850	0.4656686244
851	0.465580131
852	0.4655125886
853	0.4654584959
854	0.4654166733
855	0.4653285044
856	0.4652647203
857	0.4651968183
858	0.4651603494
859	0.4650953199
860	0.4645166404
861	0.4644522531
862	0.4643996629
863	0.4643471531
864	0.4643068288
865	0.4642393231
866	0.4641648964
867	0.4640819059
868	0.4640297389
869	0.4639556644
870	0.4638635697
871	0.4638344159
872	0.4632730076
873	0.4631904342
874	0.4631225376
875	0.4631015182
876	0.4630627209
877	0.4630040459
878	0.4629776477
879	0.4628268313
880	0.4627211836
881	0.4626899737
882	0.4626338924
883	0.4625672452
884	0.4625109564
885	0.4624825651
886	0.4620733425
887	0.4620505914
888	0.462028425
889	0.461970651
890	0.4618873107
891	0.4618067623
892	0.4613564321
893	0.4612165794
894	0.4611436857
895	0.4607761274
896	0.4607021924
897	0.4606243948
898	0.4605833271
899	0.4605318322
900	0.4603061493
901	0.4602476511
902	0.4602052853
903	0.4601506511
904	0.4600966845
905	0.4595795932
906	0.4595092947
907	0.4594664912
908	0.4593976658
909	0.459354857
910	0.4593020123
911	0.4592082537
912	0.4591235184
913	0.4590923229
914	0.4590565635
915	0.4589934812
916	0.4589437942
917	0.4586483839
918	0.4583289257
919	0.4582879311
920	0.4582127009
921	0.458158908
922	0.458098532
923	0.4579374244
924	0.4578929606
925	0.4578587086
926	0.4577953383
927	0.4577443082
928	0.4576865887
929	0.457618295
930	0.4575863705
931	0.4575175193
932	0.4574328907
933	0.4573039239
934	0.4566410475
935	0.456563301
936	0.4565415677
937	0.4565050402
938	0.4559250186
939	0.4558829259
940	0.4558534376
941	0.4557832323
942	0.4557421412
943	0.45546621
944	0.455435345
945	0.4554069379
946	0.4553778491
947	0.4553128607
948	0.4552896317
949	0.4552231476
950	0.4551540472
951	0.455124791
952	0.4550725948
953	0.4548239367
954	0.4547716591
955	0.4547280453
956	0.4546461888
957	0.4545653811
958	0.454492107
959	0.4544531636
960	0.4540314839
961	0.453798602
962	0.45375414
963	0.453718464
964	0.4536615964
965	0.4536043542
966	0.4533620101
967	0.4532758741
968	0.4532239351
969	0.4531927985
970	0.4531325513
971	0.4530515654
972	0.4529711014
973	0.452887499
974	0.4528244318
975	0.4527967561
976	0.4527302411
977	0.4526743332
978	0.4526182955
979	0.4525741647
980	0.45250131
981	0.4524447495
982	0.4524235258
983	0.4523987752
984	0.4523022556
985	0.4522533691
986	0.4522208104
987	0.4521557311
988	0.4520916618
989	0.4520614147
990	0.4517299976
991	0.4516808664
992	0.4516474575
993	0.4512852111
994	0.4512231882
995	0.451177804
996	0.4511127125
997	0.4510560753
998	0.450745435
999	0.4506547378
